,model,confidence,approach,idx,area_0,area_1,area_2,area_3,area_4,area_5,area_6,area_7,area_8,area_9,area_10,area_11,area_12,area_13,in_region_0,in_region_1,in_region_2,in_region_3,in_region_4,in_region_5,in_region_6,in_region_7,in_region_8,in_region_9,in_region_10,in_region_11,in_region_12,in_region_13,error_0,error_1,error_2,error_3,error_4,error_5,error_6,error_7,error_8,error_9,error_10,error_11,error_12,error_13,decoder_method,model_filename,pixel_based_sampling
25,one_hot_mc,0.7,cp_ellipsoid_heatmap_cov,25,43.945926666259766,5700.6484375,1566.8072509765625,725.9229125976562,2581.482177734375,1.2130804061889648,6.093672752380371,12.62846565246582,17.335769653320312,4.525607585906982,5.837070465087891,141.53839111328125,92.63092803955078,67.69759368896484,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.13870196,31.768301,17.107235,5.967475,18.062946,1.226227,1.2327653,1.0102358,1.8377361,0.5065921,2.8794284,1.6251016,0.9531724,1.2353671,weighted_spatial_mean,MML_shr_unet,True
26,one_hot_mc,0.7,cp_ellipsoid_heatmap_cov,26,29.757076263427734,399.6986083984375,550.40234375,101.24818420410156,262.6358642578125,27.070018768310547,72.08675384521484,185.39755249023438,17.838407516479492,9.7771635055542,42.9410400390625,276.5360107421875,71.48004913330078,59.67072677612305,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.8895515,14.288301,5.691701,1.9338953,4.030641,2.8269658,2.6851308,4.2156105,1.1247212,2.2293746,2.1917653,2.6892412,2.914623,1.5691562,weighted_spatial_mean,MML_shr_unet,True
27,one_hot_mc,0.7,cp_ellipsoid_heatmap_cov,27,1573.619140625,1864.34033203125,15.754288673400879,21.756479263305664,2523.59814453125,1753.192626953125,2247.570068359375,787.1931762695312,82.5653305053711,51.58143615722656,13.549362182617188,823.8665161132812,111.17499542236328,99.80460357666016,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,15.048141,9.806762,1.848023,2.5055647,18.081728,9.260951,11.0554905,14.570231,1.2879754,2.5325813,1.1568259,11.532144,1.6665573,5.0072784,weighted_spatial_mean,MML_shr_unet,True
28,one_hot_mc,0.7,cp_ellipsoid_heatmap_cov,28,22.999887466430664,6.87876033782959,137.79762268066406,19.463335037231445,923.3067016601562,20.738584518432617,7.3299102783203125,130.93154907226562,8.543693542480469,2.86503267288208,15.010048866271973,428.34136962890625,551.7575073242188,43.10506057739258,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.1739107,1.1614643,1.9137602,0.8577761,11.736007,4.4915323,2.5916939,2.5327137,1.1876062,0.84437305,0.9076501,4.185624,3.8528328,2.8123128,weighted_spatial_mean,MML_shr_unet,True
29,one_hot_mc,0.7,cp_ellipsoid_heatmap_cov,29,28.57532501220703,4.763272285461426,127.60387420654297,465.5341796875,175.57203674316406,21.625473022460938,24.905290603637695,8.743027687072754,1723.469970703125,106.55052185058594,81.83574676513672,8.999248504638672,12.085918426513672,19.161069869995117,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.82767284,0.9497497,1.5059427,5.275939,2.980288,1.8670053,1.2159315,1.9927149,8.71042,1.2429737,2.636361,0.54999906,1.1173055,2.606314,weighted_spatial_mean,MML_shr_unet,True
30,one_hot_mc,0.7,cp_ellipsoid_heatmap_cov,30,30.56841278076172,41.16030502319336,126.57341766357422,28.43882179260254,966.6554565429688,4.287263870239258,16.759693145751953,51.59833526611328,84.14308166503906,14.79134464263916,103.06786346435547,898.75439453125,5.722481727600098,4.032725811004639,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.606586,0.7701917,3.0949771,3.1982653,6.2024517,2.2077365,1.4586548,1.2773987,1.9078239,0.73872703,3.0955036,8.331445,0.6344227,2.3899546,weighted_spatial_mean,MML_shr_unet,True
31,one_hot_mc,0.7,cp_ellipsoid_heatmap_cov,31,741.4391479492188,108.0203857421875,38.40038299560547,217.99554443359375,38.269203186035156,606.59521484375,148.51231384277344,362.2271728515625,437.1130676269531,6.167855739593506,184.1724395751953,43.30550003051758,715.6260375976562,128.0096893310547,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0053089,3.1696925,1.1975522,3.6397288,4.8191643,7.3869805,2.957934,4.4805126,3.9031742,1.0100639,2.6653576,3.7404258,5.1549172,0.87815434,weighted_spatial_mean,MML_shr_unet,True
32,one_hot_mc,0.7,cp_ellipsoid_heatmap_cov,32,134.6842041015625,32.347900390625,129.3060302734375,39.22737121582031,6.6858344078063965,3.5928075313568115,8.8694429397583,12.108896255493164,492.9183654785156,77.33979797363281,43.78138732910156,8.48812484741211,5.185344696044922,4.774868965148926,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.9560927,0.872512,3.5266201,0.6729202,1.1889668,2.0455875,4.409297,1.0847436,2.8110633,6.1838026,2.008858,0.98343927,5.622943,2.1695313,weighted_spatial_mean,MML_shr_unet,True
33,one_hot_mc,0.7,cp_ellipsoid_heatmap_cov,33,7.118908405303955,55.59532928466797,60.269554138183594,32.855159759521484,31.763553619384766,9.927099227905273,41.761844635009766,5.374141693115234,51.71003723144531,4.602023124694824,9.775800704956055,51.410587310791016,61.01951599121094,173.40847778320312,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.1425321,2.4838583,3.003517,2.1689992,0.4796925,1.8649088,1.3850545,0.8635683,2.2713332,1.493777,0.8111046,1.3546102,1.492617,3.5657432,weighted_spatial_mean,MML_shr_unet,True
34,one_hot_mc,0.7,cp_ellipsoid_heatmap_cov,34,3.9377355575561523,33.710262298583984,3.4135568141937256,2.2282044887542725,19.794818878173828,3.2318661212921143,4.520567893981934,36.16716766357422,7.89241361618042,1.904518485069275,4.31630802154541,217.59288024902344,3.79815936088562,5.259363174438477,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.6293639,1.1570786,2.8321025,1.916812,1.5927012,1.4617203,2.2686079,0.50087863,1.5884886,0.5548732,1.1044397,3.0584106,1.021017,0.50732434,weighted_spatial_mean,MML_shr_unet,True
